yaw,r,theta,Fn_BEM,Ft_BEM,Fn_SVEN,Ft_SVEN
-15.0,0.219688749936,50.0,5.96368785926753,5.496379333590276,8.94649767203392,7.329293996964771
-15.0,0.219688749936,60.0,5.84050592224391,5.182444377778271,8.7759952923958,6.865934150682871
-15.0,0.219688749936,70.0,5.714236162524298,4.847490366034001,8.611659354748348,6.397547093167032
-15.0,0.219688749936,80.0,5.589207140718576,4.504003049005111,8.454338966228805,5.938937535553883
-15.0,0.219688749936,90.0,5.4695654450176185,4.163747914046715,8.327544525421244,5.5070862835348064
-15.0,0.219688749936,100.0,5.359095822749838,3.8372441892748346,8.19844459711774,5.104646001612409
-15.0,0.219688749936,110.0,5.261053994988898,3.5334350293550005,8.087034708103062,4.7441759093746185
-15.0,0.219688749936,120.0,5.1780316733849885,3.259566213779588,7.994281359319803,4.433019472116839
-15.0,0.219688749936,130.0,5.111876151185709,3.021251120966108,7.923602175005218,4.177131575220009
-15.0,0.219688749936,140.0,5.06368250891996,2.822669894531062,7.878125271789479,3.980369404374004
-15.0,0.219688749936,150.0,5.033864099267683,2.6668340569692583,7.856844860819138,3.8450225576744734
-15.0,0.219688749936,160.0,5.022289384989445,2.55584917176117,7.859266692741696,3.7737933538595154
-15.0,0.219688749936,170.0,5.028456117255794,2.491125612835296,7.885585166956772,3.7680790931704617
-15.0,0.219688749936,180.0,5.0516632643273285,2.4735127495819005,7.935785930027367,3.8283413949963694
-15.0,0.219688749936,190.0,5.091140636653087,2.503354244823933,8.009656972196446,3.954246702744511
-15.0,0.219688749936,200.0,5.1461059300177805,2.5804742199114106,8.106589454307413,4.14455532267025
-15.0,0.219688749936,210.0,5.215736271997485,2.704104974144477,8.225611560442749,4.396935278407914
-15.0,0.219688749936,220.0,5.299062188846347,2.8727622514480844,8.36691181479741,4.708050975048713
-15.0,0.219688749936,230.0,5.394811509685275,3.084071817289228,8.52701607699702,5.072160937033899
-15.0,0.219688749936,240.0,5.501244362433493,3.334557236593782,8.702172612680743,5.48251312940486
-15.0,0.219688749936,250.0,5.616024268541003,3.619413502231216,8.884121021861581,5.9290378970284685
-15.0,0.219688749936,260.0,5.736162977615533,3.932308897746481,9.068042564214592,6.400739609352722
-15.0,0.219688749936,270.0,5.858060161161112,4.265269596243203,9.24780487064048,6.882785179913747
-15.0,0.219688749936,280.0,5.977638518556515,4.608701050614315,9.414919422086912,7.35833103370036
-15.0,0.219688749936,290.0,6.090556282421331,4.951585331331483,9.560119761377509,7.809551621738996
-15.0,0.219688749936,300.0,6.192467006690109,5.281867798817038,9.679973007946924,8.219392932930402
-15.0,0.219688749936,310.0,6.279292393751397,5.587016616530288,9.771552977470376,8.569943831906079
-15.0,0.219688749936,320.0,6.347476641542828,5.854711449287025,9.828793656907864,8.844922067520669
-15.0,0.219688749936,330.0,6.394197906162791,6.0735980198858925,9.848380162568674,9.032846919134672
-15.0,0.219688749936,340.0,6.417521458519034,6.234035148264326,9.831105120165638,9.12565239766514
-15.0,0.219688749936,350.0,6.416488057876604,6.328760480857484,9.778026617700371,9.11886254959799
-15.0,0.235125874557,0.0,6.074583972277507,6.353875529599998,7.831140599604319,7.584549864396433
-15.0,0.235125874557,10.0,6.047428563733431,6.314066181549949,7.738623299937288,7.423441916961639
-15.0,0.235125874557,20.0,5.997243215134887,6.205591543169773,7.628573516499572,7.195213133732402
-15.0,0.235125874557,30.0,5.925989118414994,6.033534125783773,7.505618092473388,6.9107500127525805
-15.0,0.235125874557,40.0,5.836407402255963,5.805803573719302,7.373112965839232,6.582355062870586
-15.0,0.235125874557,50.0,5.731891281130428,5.532561022282079,7.235286946797388,6.223689277635053
-15.0,0.235125874557,60.0,5.616332200875886,5.225502227799873,7.100218956846155,5.848952689008965
-15.0,0.235125874557,70.0,5.493943990512364,4.8970726355477,6.969885586910366,5.469754745367754
-15.0,0.235125874557,80.0,5.3690698981384335,4.559694283838603,6.844170046425862,5.097979561864992
-15.0,0.235125874557,90.0,5.245979914477257,4.225081592648568,6.742023164618872,4.747542679617019
-15.0,0.235125874557,100.0,5.128669959080776,3.903709887201852,6.637485025295143,4.420461310579786
-15.0,0.235125874557,110.0,5.020679407070984,3.6044776060883863,6.54630776740144,4.127088621005252
-15.0,0.235125874557,120.0,4.92494711754517,3.334573249889925,6.4693450290219205,3.873527215117309
-15.0,0.235125874557,130.0,4.843726014773257,3.0995263438865632,6.409984037138744,3.6648174087602463
-15.0,0.235125874557,140.0,4.778570274466932,2.903394894029129,6.371432023255036,3.504242205338711
-15.0,0.235125874557,150.0,4.730397075730763,2.749026676571184,6.352829209339471,3.3936825300377715
-15.0,0.235125874557,160.0,4.699609213553863,2.6383318059919,6.35399178652616,3.3354310586001152
-15.0,0.235125874557,170.0,4.686250290632597,2.572517689016034,6.375221617890552,3.330619096635471
-15.0,0.235125874557,180.0,4.6901556233041255,2.552257998391952,6.416553865853991,3.3796112298766645
-15.0,0.235125874557,190.0,4.71106244161209,2.577786105919326,6.477754525134063,3.482134143483458
-15.0,0.235125874557,200.0,4.7486525714471925,2.6489143832919706,6.558210214507722,3.637199584461937
-15.0,0.235125874557,210.0,4.8025171255486026,2.76498321443553,6.656920216445236,3.8428760545940737
-15.0,0.235125874557,220.0,4.872051832705769,2.924742022948439,6.774086600485703,4.0964716010092
-15.0,0.235125874557,230.0,4.956308967866719,3.1261658533229126,6.906467778056133,4.393178971603448
-15.0,0.235125874557,240.0,5.053843138337265,3.366219813891865,7.050798049250539,4.727420697272396
-15.0,0.235125874557,250.0,5.162590439270332,3.64059974221418,7.199612344203175,5.090727984027571
-15.0,0.235125874557,260.0,5.2798131471318,3.943495335162249,7.349139255518107,5.474129450591356
-15.0,0.235125874557,270.0,5.402127576200889,4.267433792817525,7.494412502677861,5.865426136943047
-15.0,0.235125874557,280.0,5.525615575358715,4.603261470862954,7.62837290749907,6.250888307779548
-15.0,0.235125874557,290.0,5.646005262637413,4.940306404307253,7.743263507442697,6.616005293787957
-15.0,0.235125874557,300.0,5.758897214295248,5.266739041082076,7.837037253720435,6.9471544017418685
-15.0,0.235125874557,310.0,5.860009217542867,5.570118249303738,7.9079604429745345,7.230003566620496
-15.0,0.235125874557,320.0,5.945414663631157,5.838081103788486,7.9509530687518835,7.451460722635168
-15.0,0.235125874557,330.0,6.01175466127462,6.059113028116947,7.963510861119808,7.60246727133566
-15.0,0.235125874557,340.0,6.056410087880023,6.2233222718862695,7.946759247479245,7.676639019738272
-15.0,0.235125874557,350.0,6.077625758991865,6.323140172735683,7.901742512680926,7.670428901125427
-15.0,0.258134591992,0.0,4.205583462122919,4.72360391567638,5.174758523807456,5.215130888093436
-15.0,0.258134591992,10.0,4.192839787363602,4.697055563622648,5.113812008962822,5.110599953210785
-15.0,0.258134591992,20.0,4.163262857136042,4.621151816918477,5.042510876849845,4.963002212369642
-15.0,0.258134591992,30.0,4.118000763654144,4.499453263288321,4.963759293941701,4.779264354511349
-15.0,0.258134591992,40.0,4.058788592549126,4.337560343834449,4.879147385103956,4.567086595884323
-15.0,0.258134591992,50.0,3.987867024409148,4.142704578959844,4.791125121172456,4.335105933614657
-15.0,0.258134591992,60.0,3.907878055538655,3.923238255783805,4.705644717458418,4.092576272763061
-15.0,0.258134591992,70.0,3.82174154987484,3.6880749689043366,4.62301089959973,3.846717178528767
-15.0,0.258134591992,80.0,3.7325175778420023,3.4461376003536177,4.542148261826661,3.60504207977857
-15.0,0.258134591992,90.0,3.643261382155965,3.2058676672703084,4.475664742873469,3.3767453790012283
-15.0,0.258134591992,100.0,3.5568802267014075,2.9748403162140384,4.406972143651555,3.1629927358750365
-15.0,0.258134591992,110.0,3.4760038035868788,2.75951342143051,4.345959084742076,2.9707083810731536
-15.0,0.258134591992,120.0,3.4028812913855337,2.565119268011619,4.293285270790872,2.804051736339255
-15.0,0.258134591992,130.0,3.339317297844321,2.395686428384117,4.251936039159218,2.666567440241073
-15.0,0.258134591992,140.0,3.286654768072252,2.25416175249251,4.22482926289818,2.5606524240799664
-15.0,0.258134591992,150.0,3.2458054505898777,2.1425917284638034,4.211263538462464,2.4876082531390886
-15.0,0.258134591992,160.0,3.217319082731802,2.0623209466538834,4.211300916501757,2.4490488885466326
-15.0,0.258134591992,170.0,3.201473698166818,2.0141722474036428,4.225307638192207,2.445735874733659
-15.0,0.258134591992,180.0,3.198364252808259,1.9985847724691528,4.253328351654056,2.4778978659377744
-15.0,0.258134591992,190.0,3.207967055573662,2.0156977912544867,4.295167310242759,2.545358930800312
-15.0,0.258134591992,200.0,3.23016352138342,2.0653762427160185,4.350276334637087,2.64744393832864
-15.0,0.258134591992,210.0,3.2647170721233847,2.1471777678705704,4.417776461727328,2.7828328766565824
-15.0,0.258134591992,220.0,3.311208976075406,2.260262916076885,4.497993942562853,2.9497600064450364
-15.0,0.258134591992,230.0,3.368949495014006,2.403253747940816,4.588242214803569,3.144871091807868
-15.0,0.258134591992,240.0,3.436887189142329,2.574053600163796,4.686184047369975,3.364407332740844
-15.0,0.258134591992,250.0,3.513539987171129,2.769651788753799,4.785816952205585,3.6024357780894287
-15.0,0.258134591992,260.0,3.596966712097932,2.98594806973376,4.884944889374183,3.853047935877684
