yaw,r,theta,V_eff_BEM,alpha_BEM,V_eff_SVEN,alpha_SVEN
-15.0,0.326110072682,270.0,18.372710129451075,36.28493664966911,20.547550526181368,39.2243058723276
-15.0,0.326110072682,280.0,18.356298908032908,35.202391030706,20.87251983887685,38.14485379889151
-15.0,0.326110072682,290.0,18.3386900032989,34.19345483825333,21.158359950273933,37.0998447337156
-15.0,0.326110072682,300.0,18.320348186828227,33.28003293710965,21.407656024422224,36.16225543695175
-15.0,0.326110072682,310.0,18.301748977126348,32.478914416871824,21.6160350812205,35.37745354174709
-15.0,0.326110072682,320.0,18.28334150556317,31.80193689249856,21.76702468573643,34.72552575793335
-15.0,0.326110072682,330.0,18.265621148240147,31.25813933265458,21.853413684252622,34.2082060916252
-15.0,0.326110072682,340.0,18.249049722742463,30.853437533967707,21.876193358175826,33.856288365679895
-15.0,0.326110072682,350.0,18.234066961583316,30.591721934132277,21.83292563290794,33.67382855620901
-15.0,0.370559501483,0.0,19.693719793776506,21.220511616151136,23.282072821195552,26.507445512066244
-15.0,0.370559501483,10.0,19.6789912108991,21.213131819820266,23.105799839083303,26.630109014213044
-15.0,0.370559501483,20.0,19.671653499231752,21.341171965300266,22.86795535208711,26.883057234176963
-15.0,0.370559501483,30.0,19.672667020387653,21.612723133269217,22.573282509568468,27.244492459958902
-15.0,0.370559501483,40.0,19.682183443696577,22.027004929439546,22.227667654824824,27.689217551236435
-15.0,0.370559501483,50.0,19.70064557576485,22.59566442272497,21.85096257103611,28.25380776540788
-15.0,0.370559501483,60.0,19.726053390883312,23.31198908820549,21.48079764208963,29.051888136291318
-15.0,0.370559501483,70.0,19.61267201438122,25.39390373060869,21.11003329574592,29.96971171114718
-15.0,0.370559501483,80.0,19.64779611228386,26.24703954138815,20.72676957619385,30.87374286874577
-15.0,0.370559501483,90.0,19.650554859944123,27.08964739003115,20.364807078562254,31.846019269292075
-15.0,0.370559501483,100.0,19.659739666209795,27.99793513711148,20.018957007834192,32.802697126847434
-15.0,0.370559501483,110.0,19.67786012315781,28.95367959283332,19.69762172743809,33.694960025546585
-15.0,0.370559501483,120.0,19.69867038078784,29.908498724826497,19.40053709080521,34.452954592591105
-15.0,0.370559501483,130.0,19.721059015041643,30.82333386021541,19.153621329363883,35.12661004856904
-15.0,0.370559501483,140.0,19.743861562803243,31.65796655802072,18.98453345114542,35.77348257123919
-15.0,0.370559501483,150.0,19.76592847245941,32.37161617566007,18.87913692823615,36.28217905807439
-15.0,0.370559501483,160.0,19.78627152052396,32.92767738467877,18.83544789991234,36.60860885990101
-15.0,0.370559501483,170.0,19.804040751361505,33.29724984318411,18.854329711013367,36.74147412764727
-15.0,0.370559501483,180.0,19.81860879420032,33.46051482695356,18.93500360927048,36.67521630654804
-15.0,0.370559501483,190.0,19.829573293854573,33.4103027579511,19.076159763014005,36.41543422865799
-15.0,0.370559501483,200.0,19.836745773225843,33.15081260988937,19.27487747525245,35.97568144161308
-15.0,0.370559501483,210.0,19.840139053668995,32.69875403119325,19.527599485910116,35.381185269339944
-15.0,0.370559501483,220.0,19.83996354670185,32.0797929492861,19.846927426929515,34.73677323163993
-15.0,0.370559501483,230.0,19.836534005953705,31.327190230083517,20.213476423040845,34.02620868507515
-15.0,0.370559501483,240.0,19.830306729519,30.47844470591028,20.61779439515908,33.28142848530667
-15.0,0.370559501483,250.0,19.821809494632628,29.571044891252768,21.02211572810513,32.42294901140865
-15.0,0.370559501483,260.0,19.81157649459336,28.641925329125534,21.428165464162245,31.53842171378355
-15.0,0.370559501483,270.0,19.80471905362304,27.73496046859756,21.830928961513568,30.68988621337069
-15.0,0.370559501483,280.0,19.79899179965893,26.87094925373325,22.208699154392846,29.86009550346872
-15.0,0.370559501483,290.0,19.760570868722223,25.99816618139381,22.536020336574325,29.011451855952856
-15.0,0.370559501483,300.0,19.890613772047903,24.00316981235899,22.824249206542373,28.266840799220557
-15.0,0.370559501483,310.0,19.850809925745025,23.222181653413163,23.07849079806584,27.714684587870305
-15.0,0.370559501483,320.0,19.811319869406297,22.56238221301525,23.27328584336093,27.28533900996372
-15.0,0.370559501483,330.0,19.77486284456322,22.033969017614783,23.39105356714745,26.932077974220093
-15.0,0.370559501483,340.0,19.742402060203897,21.631505621140967,23.42922237318402,26.66850423675245
-15.0,0.370559501483,350.0,19.71514677426216,21.361075715434463,23.39160924179232,26.522469251695394
-15.0,0.421549791422,0.0,21.446997559542627,10.35494111549908,23.897119971276823,8.322487587446371
-15.0,0.421549791422,10.0,21.42963160618032,10.300701620537332,23.71863693808548,8.419532288684954
-15.0,0.421549791422,20.0,21.416947362329285,10.333928037370068,23.473126077133983,8.649246173682576
-15.0,0.421549791422,30.0,21.41191613399536,10.467612640926076,23.170176409116014,9.023796940533646
-15.0,0.421549791422,40.0,21.413505183985567,10.682298953354914,22.829127559049105,9.669235241724545
-15.0,0.421549791422,50.0,21.42940118833204,11.024411799976562,22.45845561289052,10.517835612155986
-15.0,0.421549791422,60.0,21.482483518471074,11.655291240754808,22.030812085915013,11.032445841911237
-15.0,0.421549791422,70.0,21.55288682456976,12.44112571738762,21.58231685642441,11.528424798528569
-15.0,0.421549791422,80.0,21.63494690491861,13.330576503959833,21.16499676690907,12.480692717371392
-15.0,0.421549791422,90.0,21.723558461976797,14.293960698932525,20.777021866163764,13.632391626526523
-15.0,0.421549791422,100.0,21.808959975528264,15.381137717206713,20.40419813443195,14.70760001858701
-15.0,0.421549791422,110.0,21.88755405032781,16.588206909821228,20.084030848482787,15.915621891576116
-15.0,0.421549791422,120.0,21.945108312654675,17.721659567701977,19.84410785198916,17.364310110406326
-15.0,0.421549791422,130.0,22.002064847481314,18.75251599520473,19.65669177003084,18.66488531079445
-15.0,0.421549791422,140.0,22.054359788305995,19.580265472724125,19.4826343410223,19.42500930761061
-15.0,0.421549791422,150.0,22.10025629116013,20.289691267895897,19.36255087799268,19.943481723697083
-15.0,0.421549791422,160.0,22.1374347076802,20.831969990310675,19.31037709611316,20.29187284241367
-15.0,0.421549791422,170.0,22.16618482846842,21.18811193517286,19.325510477672253,20.445793120399784
-15.0,0.421549791422,180.0,22.18689169227829,21.36586946480509,19.407629696329572,20.39940586870768
-15.0,0.421549791422,190.0,22.19912372401852,21.360346535569917,19.554899958766125,20.15492670001897
-15.0,0.421549791422,200.0,22.20277731093915,21.17288427040368,19.765077925849475,19.73202706061121
-15.0,0.421549791422,210.0,22.1972209858496,20.794254766645476,20.033473142547123,19.15268149030951
-15.0,0.421549791422,220.0,22.18190865087747,20.24210082215886,20.32040604580221,18.165422682843616
-15.0,0.421549791422,230.0,22.1583092384254,19.560186741952204,20.63839106087825,16.94177456045038
-15.0,0.421549791422,240.0,22.12975760604892,18.676216435411348,20.984913613248867,15.556931824348936
-15.0,0.421549791422,250.0,22.098381596637168,17.67959183473775,21.391006344542305,14.461019782299305
-15.0,0.421549791422,260.0,22.04358391350748,16.600739432967455,21.818192291079924,13.47497303316766
-15.0,0.421549791422,270.0,21.974024302923457,15.596540083223143,22.236670021823628,12.462419854077496
-15.0,0.421549791422,280.0,21.89235323887603,14.66671103751977,22.64323942655228,11.563292443370637
-15.0,0.421549791422,290.0,21.808624546185705,13.766861927966788,23.0444469929071,11.075953711179414
-15.0,0.421549791422,300.0,21.72689011390076,12.921066606656472,23.390911726149927,10.594655388863384
-15.0,0.421549791422,310.0,21.65185528659173,12.17404558041844,23.65015723866136,9.831729109726732
-15.0,0.421549791422,320.0,21.601799474690356,11.64625107810557,23.842292352628064,9.14757831756843
-15.0,0.421549791422,330.0,21.55906839196954,11.21437680790813,23.97193571659424,8.729435736633096
