Modele,Epochs_Conv,RMSE_NN_Raw,RMSE_Fn_Abs,RMSE_Fn_Rel_%,Wasserstein_Fn,RMSE_Ft_Abs,RMSE_Ft_Rel_%,Wasserstein_Ft
GA_0_f,294,60.815197,85.8868686184792,36.10033836653455,51.02483853027248,4.519097628060492,24.784449890525917,2.1884630354511665
