Modele,Epochs_Conv,RMSE_NN_Raw,RMSE_Fn_Abs,RMSE_Fn_Rel_%,Wasserstein_Fn,RMSE_Ft_Abs,RMSE_Ft_Rel_%,Wasserstein_Ft,RMSE_Veff_Abs,RMSE_Alpha_Abs,RMSE_Induction_a,RMSE_AngleFlux_phi
GA_1_u,160,1.4362833,172.56980437638552,72.53528310023633,50.281958807605136,14.839911944538525,81.3877203460825,5.503469849376208,27.647077012494172,1.9478471351127036,0.3640657981593827,1.99831819414555
