Modele,Epochs_Conv,RMSE_NN_Raw,RMSE_Fn_Abs,RMSE_Fn_Rel_%,Wasserstein_Fn,RMSE_Ft_Abs,RMSE_Ft_Rel_%,Wasserstein_Ft,RMSE_Veff_Abs,RMSE_Alpha_Abs
GA_1_v,109,3.0688286,41.71334623811049,17.533133269597414,27.81425085971172,10.999986623656373,60.32810966013,5.829664598258058,0.6076406734834439,4.297230798673811
