Modele,Epochs_Conv,RMSE_NN_Raw,RMSE_Fn_Abs,RMSE_Fn_Rel_%,Wasserstein_Fn,RMSE_Ft_Abs,RMSE_Ft_Rel_%,Wasserstein_Ft,RMSE_Veff_Abs,RMSE_Alpha_Abs
L_1_v,199,1.9092574,39.73039881282021,18.628494371958226,26.915307448497423,10.127939552685548,61.342392336367055,7.504090216911363,1.9881842832491126,1.826923889073982
