Modele,Epochs_Conv,RMSE_NN_Raw,RMSE_Fn_Abs,RMSE_Fn_Rel_%,Wasserstein_Fn,RMSE_Ft_Abs,RMSE_Ft_Rel_%,Wasserstein_Ft,RMSE_Veff_Abs,RMSE_Alpha_Abs,RMSE_Induction_a,RMSE_AngleFlux_phi
GR_0_u,155,1.0916846,99.69793796773236,46.29571054783979,31.522927135059415,7.9838458462941,48.22659680777658,3.4780112219684662,11.226819914582405,1.5387886849706658,0.09600436956035317,1.5408872986230562
