Modele,Epochs_Conv,RMSE_NN_Raw,RMSE_Fn_Abs,RMSE_Fn_Rel_%,Wasserstein_Fn,RMSE_Ft_Abs,RMSE_Ft_Rel_%,Wasserstein_Ft,RMSE_Veff_Abs,RMSE_Alpha_Abs
GR_1_v,270,0.40572128,8.260167321355146,3.8356893149580644,3.6733776658048165,1.883997667749246,11.380329437536506,0.8799059508471525,0.32286343126874595,0.47431920189234184
