Modele,Epochs_Conv,RMSE_NN_Raw,RMSE_Fn_Abs,RMSE_Fn_Rel_%,Wasserstein_Fn,RMSE_Ft_Abs,RMSE_Ft_Rel_%,Wasserstein_Ft
L_0_f,1987,7.448209,10.304718509090849,4.831599895475263,7.285515357934731,2.1827495943821185,13.2203674097887,0.9354087299544126
