Modele,Epochs_Conv,RMSE_NN_Raw,RMSE_Fn_Abs,RMSE_Fn_Rel_%,Wasserstein_Fn,RMSE_Ft_Abs,RMSE_Ft_Rel_%,Wasserstein_Ft,RMSE_Veff_Abs,RMSE_Alpha_Abs,RMSE_Induction_a,RMSE_AngleFlux_phi
L_0_u,169,1.8537552,353.0765993842282,165.54793410170564,248.36859028681894,24.24046204697315,146.81840522102587,13.775387068052803,34.99825607833222,2.5270553148813035,0.2122265858022043,2.6130014714560774
