Modele,Epochs_Conv,RMSE_NN_Raw,RMSE_Fn_Abs,RMSE_Fn_Rel_%,Wasserstein_Fn,RMSE_Ft_Abs,RMSE_Ft_Rel_%,Wasserstein_Ft,RMSE_Veff_Abs,RMSE_Alpha_Abs
L_0_v,430,2.7499068,33.046061435838105,15.494391898081187,17.84182691500007,7.538159191775949,45.65674155443577,3.157509349303876,1.9558703931171413,3.3613312100932715
