Modele,Epochs_Conv,RMSE_NN_Raw,RMSE_Fn_Abs,RMSE_Fn_Rel_%,Wasserstein_Fn,RMSE_Ft_Abs,RMSE_Ft_Rel_%,Wasserstein_Ft
GA_1_f,266,26.256792,35.406051847805436,14.882024138132731,19.575648926677566,11.191499035702194,61.37843655510361,5.598227423044714
