Modele,Epochs_Conv,RMSE_NN_Raw,RMSE_Fn_Abs,RMSE_Fn_Rel_%,Wasserstein_Fn,RMSE_Ft_Abs,RMSE_Ft_Rel_%,Wasserstein_Ft,RMSE_Veff_Abs,RMSE_Alpha_Abs
GR_0_v,199,2.1340978,18.642818258369218,8.65697461230125,6.246450196492013,4.417070363472412,26.681410887917107,1.4557568632371636,1.3489008533156692,2.699854350215685
