Modele,Epochs_Conv,RMSE_NN_Raw,RMSE_Fn_Abs,RMSE_Fn_Rel_%,Wasserstein_Fn,RMSE_Ft_Abs,RMSE_Ft_Rel_%,Wasserstein_Ft
L_1_f,1997,11.290692,15.71545183995987,7.3685443615281985,5.707695315384968,2.825601096060084,17.113957890341684,0.875179068304844
