Modele,Epochs_Conv,RMSE_NN_Raw,RMSE_Fn_Abs,RMSE_Fn_Rel_%,Wasserstein_Fn,RMSE_Ft_Abs,RMSE_Ft_Rel_%,Wasserstein_Ft
GR_1_f,346,6.0593204,7.323236236856995,3.4006162214178666,2.8875022039489546,4.449823891674306,26.879259296946458,1.3920139241002512
