Modele,Epochs_Conv,RMSE_NN_Raw,RMSE_Fn_Abs,RMSE_Fn_Rel_%,Wasserstein_Fn,RMSE_Ft_Abs,RMSE_Ft_Rel_%,Wasserstein_Ft,RMSE_Veff_Abs,RMSE_Alpha_Abs,RMSE_Induction_a,RMSE_AngleFlux_phi
GR_1_u,275,0.37667865,43.321949049802505,20.116969863780398,28.699314489659628,3.1976079655582947,19.315221394949013,1.4879615696751818,5.409036912874147,0.5143194998906214,0.05286235372048482,0.5300746721292489
