Modele,Epochs_Conv,RMSE_NN_Raw,RMSE_Fn_Abs,RMSE_Fn_Rel_%,Wasserstein_Fn,RMSE_Ft_Abs,RMSE_Ft_Rel_%,Wasserstein_Ft,RMSE_Veff_Abs,RMSE_Alpha_Abs,RMSE_Induction_a,RMSE_AngleFlux_phi
L_1_u,1056,1.1649151,121.14694919218331,56.80248194433619,14.077128525643372,12.041015669823667,72.92941506061926,2.394486911101316,18.986140615511758,1.5463388633164585,0.2941519997058258,1.6209653990685928
