Modele,Epochs_Conv,RMSE_NN_Raw,RMSE_Fn_Abs,RMSE_Fn_Rel_%,Wasserstein_Fn,RMSE_Ft_Abs,RMSE_Ft_Rel_%,Wasserstein_Ft
GR_0_f,291,5.527709,7.279171051811507,3.380154122665502,4.1127604629532755,2.850402587856993,17.217919658134438,1.2113773539928447
