Modele,Epochs_Conv,RMSE_NN_Raw,RMSE_Fn_Abs,RMSE_Fn_Rel_%,Wasserstein_Fn,RMSE_Ft_Abs,RMSE_Ft_Rel_%,Wasserstein_Ft,RMSE_Veff_Abs,RMSE_Alpha_Abs
GA_0_v,1474,3.5956972,32.36659049477916,13.604464657140719,17.95829863756681,9.340735950459031,51.22814799735656,1.4859451386368123,1.5656230149987451,4.838067638340644
